iter	Logloss
146	0.4154060003
147	0.4148131342
148	0.4141049674
149	0.4138805994
150	0.4138374361
151	0.4129767038
152	0.4124226068
153	0.4123340796
154	0.4121141997
155	0.4117936849
156	0.4115303753
157	0.4109137081
158	0.4105982314
159	0.4097425363
160	0.4090602644
161	0.4082208419
162	0.4079726819
163	0.4073619562
164	0.4072532758
165	0.4066997338
166	0.40652744
167	0.4062981993
168	0.405756888
169	0.4053098976
170	0.4049244236
171	0.4046177626
172	0.4043972963
173	0.4042649911
174	0.4035558677
175	0.403463269
176	0.4032315707
177	0.402513326
178	0.4024317208
179	0.4018708512
180	0.401532499
181	0.4011832612
182	0.4009265444
183	0.4005061279
184	0.4002709551
185	0.3999339181
186	0.3997033977
187	0.3992397057
188	0.3988634498
189	0.3985669189
190	0.3981960126
191	0.3977192997
192	0.3974747238
193	0.3972544153
194	0.3970771796
195	0.3966641195
196	0.3963936545
197	0.396080635
198	0.3957014027
199	0.3955331488
200	0.3952052931
201	0.3946030436
202	0.3943841341
203	0.3942863791
204	0.394234738
205	0.3939829369
206	0.3933820171
207	0.3932230659
208	0.3927312943
209	0.3926829362
210	0.3926363129
211	0.3923121084
212	0.392087013
213	0.391794579
214	0.3917353797
215	0.3916914337
216	0.3914309063
217	0.391196422
218	0.3910652483
219	0.3908041506
220	0.3905345012
221	0.3902162795
222	0.3900310344
223	0.3897392347
224	0.3894300676
225	0.3893517513
226	0.3889771918
227	0.3886861819
228	0.3882453851
229	0.3879038865
230	0.3877120532
231	0.3875662309
232	0.3874197815
233	0.3870449235
234	0.3868315412
235	0.3865359932
236	0.3862899788
237	0.3860995136
238	0.3860380398
239	0.3857958059
240	0.3854513428
241	0.3852369317
242	0.3851196282
243	0.3846602057
244	0.384443042
245	0.3842512193
246	0.3841020261
247	0.3840952389
248	0.3838780611
249	0.3836280774
250	0.3835063246
251	0.3834801993
252	0.383158184
253	0.3830515738
254	0.3827434979
255	0.3824639302
256	0.3824304499
257	0.3822938643
258	0.3821245047
259	0.3820942223
260	0.381832924
261	0.381702674
262	0.3815850335
263	0.381349285
264	0.3811577339
265	0.3809288924
266	0.3807925585
267	0.3806158016
268	0.3802001058
269	0.380057201
270	0.3798420997
271	0.3796063246
272	0.3794370882
273	0.379265074
274	0.3791890865
275	0.379068606
276	0.3788232602
277	0.3786046836
278	0.3785608251
279	0.3784265823
280	0.3783232383
281	0.3779538374
282	0.3777473708
283	0.3776891886
284	0.3775595686
285	0.3775231614
286	0.3773134219
287	0.3771466999
288	0.3771281885
289	0.376869904
290	0.3766966593
291	0.3764649835
292	0.3763682417
293	0.3762291574
294	0.3761321093
295	0.3759450421
296	0.3758041199
297	0.3757017055
298	0.3755203967
299	0.3753943382
300	0.3750668581
301	0.3749918136
302	0.3748710778
303	0.3745504465
304	0.3743085469
305	0.3741537618
306	0.3738701019
307	0.3736874305
308	0.3734691606
309	0.3733961166
310	0.373388262
311	0.3733214263
312	0.3729794564
313	0.3729747662
314	0.3728263347
315	0.3727268358
316	0.3726170812
317	0.372346178
318	0.3722718348
319	0.3722510151
320	0.3720948949
321	0.3719959002
322	0.3719511312
323	0.3718435519
324	0.371808895
325	0.3715801849
326	0.3714303606
327	0.3712220865
328	0.3711020923
329	0.3708870454
330	0.3708212749
331	0.3705555276
332	0.3704378532
333	0.3703009746
334	0.370290144
335	0.370159034
336	0.3698815933
337	0.3696591364
338	0.3695024842
339	0.3693785212
340	0.3690141869
341	0.3688499036
342	0.3687401436
343	0.3687365347
344	0.368581934
345	0.3685356936
346	0.3684960697
347	0.3684877982
348	0.368217675
349	0.3681787724
350	0.3679043161
351	0.3676913965
352	0.3676597871
353	0.3675142242
354	0.367465963
355	0.3673413661
356	0.3671862968
357	0.3671409821
358	0.367054509
359	0.3670199129
360	0.3669389144
361	0.3668384323
362	0.3667325599
363	0.3664893368
364	0.3663781109
365	0.3663335329
366	0.3662472831
367	0.366246683
368	0.3662263114
369	0.3661998947
370	0.3661128702
371	0.3659640293
372	0.3657618765
373	0.3656608232
374	0.3654155231
375	0.3653243295
376	0.3652550716
377	0.365201736
378	0.3650029646
379	0.3649915356
380	0.3648841067
381	0.3647638777
382	0.3646523374
383	0.3646443986
384	0.3646263277
385	0.3645740034
386	0.3644636115
387	0.364278393
388	0.3641087749
389	0.3640717323
390	0.3640713664
391	0.3640082514
392	0.3638810621
393	0.3634384478
394	0.3633459228
395	0.3633217988
396	0.3632150177
397	0.3631858516
398	0.3631561636
399	0.3631409009
400	0.3631355219
401	0.3630460629
402	0.3629414602
403	0.3628482725
404	0.3627122518
405	0.3626493433
406	0.3626199785
407	0.362393457
408	0.3622967815
409	0.3622072673
410	0.3621493231
411	0.3621477563
412	0.36197115
413	0.3619297746
414	0.3618446128
415	0.3618220772
416	0.3617013946
417	0.3616744786
418	0.3616742833
419	0.3615806002
420	0.3615261494
421	0.3614687889
422	0.3613717731
423	0.3612506788
424	0.3612087814
425	0.3610099589
426	0.3609542545
427	0.3609167867
428	0.3609134684
429	0.3608900209
430	0.3607592443
431	0.3606031047
432	0.3604556329
433	0.3602751808
434	0.3601846157
435	0.3601249676
436	0.3599189473
437	0.3599062581
438	0.3597597299
439	0.3595532137
440	0.359512214
441	0.3591645157
442	0.3590987945
443	0.3589043092
444	0.3587523556
445	0.3587522686
446	0.3586914238
447	0.3586164152
448	0.3584906948
449	0.3582967988
450	0.3582339201
451	0.3581681775
452	0.3581669786
453	0.3580679046
454	0.358055636
455	0.3579414057
456	0.3578271858
457	0.3577071625
458	0.3576599768
459	0.3576543247
460	0.3576441224
461	0.3573810654
462	0.3572976411
463	0.3571315183
464	0.3571175173
465	0.3571174662
466	0.3570106505
467	0.3569827185
468	0.3569204823
469	0.3569202482
470	0.356759082
471	0.3565894241
472	0.3564836269
473	0.3563792217
474	0.3563007098
475	0.3562351755
476	0.3560149426
477	0.3559004392
478	0.355772247
479	0.3557591789
480	0.3557209534
481	0.3555611967
482	0.3554610781
483	0.3554005658
484	0.3553072593
485	0.3552883067
486	0.355222359
487	0.3552175402
488	0.3550390771
489	0.3548991981
490	0.3548863857
491	0.3548825328
492	0.3548270648
493	0.3547856586
494	0.354773695
495	0.3547076595
496	0.3547051239
497	0.3546177954
498	0.3544290247
499	0.3543709393
500	0.3542745535
501	0.3541505222
502	0.3540584766
503	0.3539897344
504	0.3538880357
505	0.3538281618
506	0.3535892801
507	0.3534425869
508	0.3533232104
509	0.3530155104
510	0.352911694
511	0.3527720831
512	0.3525869539
513	0.3522733722
514	0.3522707774
515	0.3519731199
516	0.3518541994
517	0.3516722628
518	0.3515096148
519	0.3514259175
520	0.3513283791
521	0.3511743583
522	0.3510356703
523	0.3508970946
524	0.3508234546
525	0.3507027638
526	0.3505993249
527	0.3504957127
528	0.3503004756
529	0.3502389815
530	0.3500199559
531	0.3499295674
532	0.3497569912
533	0.3496899547
534	0.3495864337
535	0.3495687751
536	0.3495687747
537	0.3495448996
538	0.3495132751
539	0.3494174224
540	0.3493759711
541	0.3493166894
542	0.3493139648
543	0.3492472544
544	0.3491811175
545	0.3490387169
546	0.3488959398
547	0.3487409741
548	0.3486225904
549	0.348487116
550	0.3484016417
551	0.3483942045
552	0.348342268
553	0.3483345733
554	0.3482335409
555	0.3479974992
556	0.3479162804
557	0.3477265274
558	0.3476017628
559	0.3475478268
560	0.3474590588
561	0.3472646119
562	0.3472591521
563	0.3472246943
564	0.3470881287
565	0.3470322812
566	0.3470047985
567	0.3470014589
568	0.3469989275
569	0.346835747
570	0.3467994303
571	0.3466013723
572	0.3465035107
573	0.3464829893
574	0.3463629301
575	0.3462214982
576	0.3460996093
577	0.3459986944
578	0.3459986941
579	0.3459967019
580	0.3459338433
581	0.3458195489
582	0.3458138404
583	0.3456896095
584	0.3455348829
585	0.3452580832
586	0.3452221126
587	0.345194968
588	0.345179851
589	0.3451402417
590	0.3450808918
591	0.3450804845
592	0.3450545976
593	0.344995096
594	0.3448398745
595	0.3448170349
596	0.3447954514
597	0.3447167423
598	0.3446979555
599	0.3446390921
600	0.3445207767
601	0.3443843361
602	0.3443670813
603	0.3443215678
604	0.3441314479
605	0.344038615
606	0.3440371372
607	0.3439358607
608	0.3438560032
609	0.3438551429
610	0.3438210903
611	0.3437697834
612	0.3435450642
613	0.3434355602
614	0.3433410173
615	0.343321541
616	0.3432125146
617	0.3432054269
618	0.3430570882
619	0.3430473645
620	0.3430110638
621	0.3429709341
622	0.3428520989
623	0.3428332786
624	0.3428129995
625	0.342802689
626	0.3426453848
627	0.3425983546
628	0.3425921981
629	0.3423998022
630	0.3423865695
631	0.3423649308
632	0.342233587
633	0.3422034641
634	0.3422028652
635	0.3421973942
636	0.3420233996
637	0.3417963924
638	0.3416592921
639	0.3415980347
640	0.34131286
641	0.3412765255
642	0.3410623553
643	0.3409755479
644	0.3409365318
645	0.3408523348
646	0.3408523342
647	0.3407433572
648	0.3407027155
649	0.3406416822
650	0.3403917544
651	0.3403641445
652	0.3403641398
653	0.3403081313
654	0.3400326864
655	0.3400270235
656	0.3399323841
657	0.3398707893
658	0.3397321967
659	0.3397039766
660	0.3396200889
661	0.3395481461
662	0.3393935143
663	0.3392947122
664	0.3391087921
665	0.3389236451
666	0.3389134938
667	0.3388924826
668	0.3388924326
669	0.3388580722
670	0.3387573179
671	0.3387115068
672	0.338653163
673	0.3385158279
674	0.3384729718
675	0.3382680166
676	0.3382406439
677	0.3382399987
678	0.3381016768
679	0.3380332332
680	0.3379574886
681	0.3378327259
682	0.3377328475
683	0.3376003229
684	0.3375376137
685	0.3375136466
686	0.3373147956
687	0.3373091659
688	0.3372800848
689	0.3371629555
690	0.3370290416
691	0.3370203806
692	0.3370064843
693	0.3369932175
694	0.3369896013
695	0.3369685195
696	0.3366745037
697	0.336596219
698	0.3364582327
699	0.3363238034
700	0.3362444752
701	0.3362354769
702	0.336074268
703	0.3359708356
704	0.3358906036
705	0.3357161605
706	0.3355976282
707	0.3355068945
708	0.3353112452
709	0.3351313402
710	0.3349706132
711	0.3349083805
712	0.3348905366
713	0.3348644953
714	0.3346916834
715	0.3345424095
716	0.3343404406
717	0.3340938422
718	0.3340327805
719	0.3337029386
720	0.3334957317
721	0.3332653298
722	0.3328832192
723	0.3327581163
724	0.3325420215
725	0.3324681054
726	0.3323878905
727	0.3322455302
728	0.3320562937
729	0.3320483631
730	0.3318706728
731	0.3318430589
732	0.3317179696
733	0.3313579216
734	0.3313496666
735	0.3311209587
736	0.3310741116
737	0.3308204313
738	0.3307046428
739	0.330688669
740	0.330533845
741	0.3303507059
742	0.3303165986
743	0.3301853313
744	0.3300965551
745	0.3300326375
746	0.3297280621
747	0.3295852358
748	0.3295763863
749	0.3295160746
750	0.3293945646
751	0.3293292998
752	0.3292247314
753	0.3291207499
754	0.3290667485
755	0.3289211205
756	0.3289137612
757	0.3287661017
758	0.3286138856
759	0.3284035636
760	0.3283413251
761	0.3282527252
762	0.3280220041
763	0.3279556705
764	0.3279446894
765	0.3278918464
766	0.3278844601
767	0.327861695
768	0.3277740554
769	0.3276848223
770	0.327610086
771	0.3275339624
772	0.3273537173
773	0.3272673606
774	0.3271557974
775	0.3271430144
776	0.3271296443
777	0.3270777715
778	0.3269374211
779	0.3269374195
780	0.3267434481
781	0.32661186
782	0.3266050806
783	0.3265926424
784	0.3264511084
785	0.3264444569
786	0.3264403591
787	0.3262501165
788	0.3262278975
789	0.3261090103
790	0.3258746484
791	0.3258281737
792	0.3257185693
793	0.3254813124
794	0.3253574486
795	0.3253473659
796	0.3252195018
797	0.3249978566
798	0.3248857665
799	0.3248803885
800	0.3248324503
801	0.3248299404
802	0.3248050165
803	0.3246811915
804	0.3246194762
805	0.3245701137
806	0.3245027972
807	0.324421482
808	0.3243194614
809	0.3240265746
810	0.3237462075
811	0.3237399851
812	0.3236400555
813	0.3235525811
814	0.3234206866
815	0.3232461197
816	0.3232232765
817	0.3231576824
818	0.323137304
819	0.3229613432
820	0.3229492261
821	0.3228711284
822	0.3228574137
823	0.3228479404
824	0.3228474067
825	0.3227434857
826	0.3227358524
827	0.3225405665
828	0.3224588689
829	0.3222163012
830	0.3221205512
831	0.3220866562
832	0.3220808596
833	0.3219715254
834	0.3217986122
835	0.3215918552
836	0.3215861085
837	0.3213252958
838	0.321146095
839	0.3210737169
840	0.3209379581
841	0.3209007607
842	0.3208328186
843	0.3208017919
844	0.3205788277
845	0.3204408226
846	0.3202731848
847	0.3202678727
848	0.3202378564
849	0.3201281701
850	0.3200649798
851	0.3199013234
852	0.3197206817
853	0.3195890839
854	0.319541269
855	0.3195218774
856	0.3192776159
857	0.3192118759
858	0.3191934443
859	0.3190702143
860	0.3190533012
861	0.3189967087
862	0.3188831879
863	0.3188102757
864	0.3188054452
865	0.3187042135
866	0.3185514368
867	0.318465778
868	0.3183965258
869	0.3183618673
870	0.3181810035
871	0.3181583576
872	0.3179975999
873	0.3178562111
874	0.3177577374
875	0.3175774833
876	0.3175198887
877	0.3173251587
878	0.3172785399
879	0.3170679601
880	0.316881039
881	0.3165959296
882	0.3164397591
883	0.3163547149
884	0.3163289731
885	0.3162491611
886	0.3162446253
887	0.3161801958
888	0.3159788827
889	0.3158427348
890	0.3158372859
891	0.3158234688
892	0.3155136423
893	0.31545668
894	0.315384274
895	0.3153076974
896	0.3152262987
897	0.3151706329
898	0.3150933004
899	0.3150692761
900	0.3149295626
901	0.3147865603
902	0.314765607
903	0.3146540782
904	0.3146499501
905	0.3145859656
906	0.3145642565
907	0.3143905459
908	0.3142945495
909	0.3141960931
910	0.3141822369
911	0.3141179897
912	0.3140754976
913	0.3138920146
914	0.3137931358
915	0.313645267
916	0.3136070813
917	0.3135363608
918	0.3134632829
919	0.3134489542
920	0.3133359836
921	0.3131008638
922	0.3130493191
923	0.3129817823
924	0.3129225589
925	0.3128187014
926	0.3127524761
927	0.312698845
928	0.3125445675
929	0.3123167347
930	0.312265949
931	0.3121432241
932	0.3120144243
933	0.3119554037
934	0.3118854594
935	0.311751896
936	0.311739212
937	0.311590122
938	0.3114027141
939	0.3113105848
940	0.3113005306
941	0.3111900688
942	0.3110425874
943	0.3107850588
944	0.3107631359
945	0.3105912071
946	0.3104673926
947	0.3104576878
948	0.3104075179
949	0.3104054582
950	0.3103576334
951	0.3100794738
952	0.3099949952
953	0.3099393986
954	0.3098587033
955	0.3097834148
956	0.3097150094
957	0.3095688875
958	0.3093778788
959	0.3092338236
960	0.3092092529
961	0.3091486412
962	0.3090778275
963	0.3089770595
964	0.3087982207
965	0.3087948896
966	0.3086778189
967	0.308575608
968	0.3085461201
969	0.308387802
970	0.3082416022
971	0.3080621918
972	0.3080456063
973	0.3079375519
974	0.3077878684
975	0.307777814
976	0.3076745911
977	0.3075288263
978	0.3072987097
979	0.3070756263
980	0.3069367407
981	0.3069137685
982	0.3067415235
983	0.3065704149
984	0.3064311591
985	0.3063423956
986	0.3062981101
987	0.3060838915
988	0.306057243
989	0.3058347312
990	0.3057234893
991	0.3055766714
992	0.305503224
993	0.305429616
994	0.3053470813
995	0.3051329987
996	0.3050348283
997	0.3049671979
998	0.3047714766
999	0.3047275311
